,0,1,Match,prediction
2708,national association for the advancement of colored people,coalition of 100 black women,0,0
2709,national association for the advancement of colored people,pifizer inc,0,0
2710,national association for the advancement of colored people,national education association,0,0
2711,national association for the advancement of colored people,national association for the advancement of colored people legal defense and educational fund inc,1,0
2712,national association for the advancement of colored people,sheet metal workers international association,0,0
2713,national association for the advancement of colored people,california teachers assoc,0,0
2714,national association for the advancement of colored people,national association of independent insurance,0,0
2715,national association for the advancement of colored people,trout unlimited bellevue-issaquah chapte,0,0
2716,national association for the advancement of colored people,the augusta chronicle,0,0
2717,national association for the advancement of colored people,national association of independent insurers,0,0
2718,national association for the advancement of colored people,california bankers assoc,0,0
2719,national association for the advancement of colored people,american consulting engineers council,0,0
2720,national association for the advancement of colored people,cadwalader wickersham  taft,0,0
2721,national association for the advancement of colored people,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2722,national association for the advancement of colored people,american civil liberties union,0,0
2723,national association for the advancement of colored people,vietnam veterns of america,0,0
2724,national association for the advancement of colored people,georgia real estate investors association inc,0,0
2725,national association for the advancement of colored people,campaign for tobacco free kids,0,0
2726,national association for the advancement of colored people,att services inc,0,0
2727,national association for the advancement of colored people,"the pepsi bottling group, inc",0,0
2728,national association for the advancement of colored people,national association for the advancement of colored people,1,1
2729,national association for the advancement of colored people,american consulting engineers coun,0,0
2730,national association for the advancement of colored people,naral pro choice oregon,0,0
2731,national association for the advancement of colored people,augusta chronicle,0,0
2732,national association for the advancement of colored people,winstar communications inc,0,0
2733,national association for the advancement of colored people,national association of chairug stores,0,0
2734,national association for the advancement of colored people,at&t services inc,0,0
2735,national association for the advancement of colored people,national coalition of 100 black women,0,0
2736,national association for the advancement of colored people,campaign for tobacco-free kids,0,0
2737,national association for the advancement of colored people,dell computers corp,0,0
2738,national association for the advancement of colored people,dell computer corp,0,0
2739,national association for the advancement of colored people,pfizer inc,0,0
2740,national association for the advancement of colored people,natl automatic merchandising assoc,0,0
2741,national association for the advancement of colored people,lutherans concerned,0,0
2742,national association for the advancement of colored people,cadwalader wickersham & taft llp,0,0
2743,national association for the advancement of colored people,naral pro-choice oreogn,0,0
2744,national association for the advancement of colored people,william morris agency inc,0,0
2745,american consulting engineers coun,vietnam veterans of america,0,0
2746,american consulting engineers coun,american family association inc,0,0
2747,american consulting engineers coun,the san francisco aids foundation,0,0
2748,american consulting engineers coun,americans united for separation of church & state,0,0
2749,american consulting engineers coun,"planned parenthood,",0,0
2750,american consulting engineers coun,american federation of state county and municipal employees,0,0
2751,american consulting engineers coun,winstar communications llc,0,0
2752,american consulting engineers coun,JPMORGAN CHASE BANK NA,0,0
2753,american consulting engineers coun,planned parenthood federation of america,0,0
2754,american consulting engineers coun,common cause,0,0
2755,american consulting engineers coun,lutherans concerned north america,0,0
2756,american consulting engineers coun,aphilip randolph institute,0,0
2757,american consulting engineers coun,council of state government,0,0
2758,american consulting engineers coun,california bankers association,0,0
2759,american consulting engineers coun,public affairs council,0,0
2760,american consulting engineers coun,NATIONAL EDUCATION ASSOCIATION,0,0
2761,american consulting engineers coun,san francisco aids foundation,0,0
2762,american consulting engineers coun,"american ethicare, inc",0,0
2763,american consulting engineers coun,pepsi bottling group inc,0,0
2764,american consulting engineers coun,califoria teachers association,0,0
2765,american consulting engineers coun,agua claiente band of cahuilla indians,0,0
2766,american consulting engineers coun,agua caliente band of cahuilla indians,0,0
2767,american consulting engineers coun,planned parenthood federation of america inc,0,0
2768,american consulting engineers coun,sheet metal workers international assoc pal,0,0
2769,american consulting engineers coun,coalition of 100 black women,0,0
2770,american consulting engineers coun,pifizer inc,0,0
2771,american consulting engineers coun,national education association,0,0
2772,american consulting engineers coun,national association for the advancement of colored people legal defense and educational fund inc,0,1
2773,american consulting engineers coun,sheet metal workers international association,0,0
2774,american consulting engineers coun,california teachers assoc,0,0
2775,american consulting engineers coun,national association of independent insurance,0,0
2776,american consulting engineers coun,trout unlimited bellevue-issaquah chapte,0,0
2777,american consulting engineers coun,the augusta chronicle,0,0
2778,american consulting engineers coun,national association of independent insurers,0,0
2779,american consulting engineers coun,california bankers assoc,0,0
2780,american consulting engineers coun,american consulting engineers council,1,1
2781,american consulting engineers coun,cadwalader wickersham  taft,0,0
2782,american consulting engineers coun,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2783,american consulting engineers coun,american civil liberties union,0,0
2784,american consulting engineers coun,vietnam veterns of america,0,0
2785,american consulting engineers coun,georgia real estate investors association inc,0,0
2786,american consulting engineers coun,campaign for tobacco free kids,0,0
2787,american consulting engineers coun,att services inc,0,0
2788,american consulting engineers coun,"the pepsi bottling group, inc",0,0
2789,american consulting engineers coun,national association for the advancement of colored people,0,0
2790,american consulting engineers coun,american consulting engineers coun,1,1
2791,american consulting engineers coun,naral pro choice oregon,0,0
2792,american consulting engineers coun,augusta chronicle,0,0
2793,american consulting engineers coun,winstar communications inc,0,0
2794,american consulting engineers coun,national association of chairug stores,0,0
2795,american consulting engineers coun,at&t services inc,0,0
2796,american consulting engineers coun,national coalition of 100 black women,0,0
2797,american consulting engineers coun,campaign for tobacco-free kids,0,0
2798,american consulting engineers coun,dell computers corp,0,0
2799,american consulting engineers coun,dell computer corp,0,0
2800,american consulting engineers coun,pfizer inc,0,0
2801,american consulting engineers coun,natl automatic merchandising assoc,0,0
2802,american consulting engineers coun,lutherans concerned,0,0
2803,american consulting engineers coun,cadwalader wickersham & taft llp,0,0
2804,american consulting engineers coun,naral pro-choice oreogn,0,0
2805,american consulting engineers coun,william morris agency inc,0,0
2806,naral pro choice oregon,vietnam veterans of america,0,0
2807,naral pro choice oregon,american family association inc,0,0
2808,naral pro choice oregon,the san francisco aids foundation,0,0
2809,naral pro choice oregon,americans united for separation of church & state,0,0
2810,naral pro choice oregon,"planned parenthood,",0,0
2811,naral pro choice oregon,american federation of state county and municipal employees,0,0
2812,naral pro choice oregon,winstar communications llc,0,0
2813,naral pro choice oregon,JPMORGAN CHASE BANK NA,0,0
2814,naral pro choice oregon,planned parenthood federation of america,0,0
2815,naral pro choice oregon,common cause,0,0
2816,naral pro choice oregon,lutherans concerned north america,0,0
2817,naral pro choice oregon,aphilip randolph institute,0,0
2818,naral pro choice oregon,council of state government,0,0
2819,naral pro choice oregon,california bankers association,0,0
2820,naral pro choice oregon,public affairs council,0,0
2821,naral pro choice oregon,NATIONAL EDUCATION ASSOCIATION,0,0
2822,naral pro choice oregon,san francisco aids foundation,0,0
2823,naral pro choice oregon,"american ethicare, inc",0,0
2824,naral pro choice oregon,pepsi bottling group inc,0,0
2825,naral pro choice oregon,califoria teachers association,0,0
2826,naral pro choice oregon,agua claiente band of cahuilla indians,0,0
2827,naral pro choice oregon,agua caliente band of cahuilla indians,0,0
2828,naral pro choice oregon,planned parenthood federation of america inc,0,0
2829,naral pro choice oregon,sheet metal workers international assoc pal,0,0
2830,naral pro choice oregon,coalition of 100 black women,0,0
2831,naral pro choice oregon,pifizer inc,0,0
2832,naral pro choice oregon,national education association,0,0
2833,naral pro choice oregon,national association for the advancement of colored people legal defense and educational fund inc,0,0
2834,naral pro choice oregon,sheet metal workers international association,0,0
2835,naral pro choice oregon,california teachers assoc,0,0
2836,naral pro choice oregon,national association of independent insurance,0,0
2837,naral pro choice oregon,trout unlimited bellevue-issaquah chapte,0,0
2838,naral pro choice oregon,the augusta chronicle,0,0
2839,naral pro choice oregon,national association of independent insurers,0,0
2840,naral pro choice oregon,california bankers assoc,0,0
2841,naral pro choice oregon,american consulting engineers council,0,0
2842,naral pro choice oregon,cadwalader wickersham  taft,0,0
2843,naral pro choice oregon,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2844,naral pro choice oregon,american civil liberties union,0,0
2845,naral pro choice oregon,vietnam veterns of america,0,0
2846,naral pro choice oregon,georgia real estate investors association inc,0,0
2847,naral pro choice oregon,campaign for tobacco free kids,0,0
2848,naral pro choice oregon,att services inc,0,0
2849,naral pro choice oregon,"the pepsi bottling group, inc",0,0
2850,naral pro choice oregon,national association for the advancement of colored people,0,0
2851,naral pro choice oregon,american consulting engineers coun,0,0
2852,naral pro choice oregon,naral pro choice oregon,1,1
2853,naral pro choice oregon,augusta chronicle,0,0
2854,naral pro choice oregon,winstar communications inc,0,0
2855,naral pro choice oregon,national association of chairug stores,0,0
2856,naral pro choice oregon,at&t services inc,0,0
2857,naral pro choice oregon,national coalition of 100 black women,0,0
2858,naral pro choice oregon,campaign for tobacco-free kids,0,0
2859,naral pro choice oregon,dell computers corp,0,0
2860,naral pro choice oregon,dell computer corp,0,0
2861,naral pro choice oregon,pfizer inc,0,0
2862,naral pro choice oregon,natl automatic merchandising assoc,0,0
2863,naral pro choice oregon,lutherans concerned,0,0
2864,naral pro choice oregon,cadwalader wickersham & taft llp,0,0
2865,naral pro choice oregon,naral pro-choice oreogn,1,1
2866,naral pro choice oregon,william morris agency inc,0,0
2867,augusta chronicle,vietnam veterans of america,0,0
2868,augusta chronicle,american family association inc,0,0
2869,augusta chronicle,the san francisco aids foundation,0,0
2870,augusta chronicle,americans united for separation of church & state,0,0
2871,augusta chronicle,"planned parenthood,",0,0
2872,augusta chronicle,american federation of state county and municipal employees,0,0
2873,augusta chronicle,winstar communications llc,0,0
2874,augusta chronicle,JPMORGAN CHASE BANK NA,0,0
2875,augusta chronicle,planned parenthood federation of america,0,0
2876,augusta chronicle,common cause,0,1
2877,augusta chronicle,lutherans concerned north america,0,0
2878,augusta chronicle,aphilip randolph institute,0,0
2879,augusta chronicle,council of state government,0,0
2880,augusta chronicle,california bankers association,0,0
2881,augusta chronicle,public affairs council,0,0
2882,augusta chronicle,NATIONAL EDUCATION ASSOCIATION,0,0
2883,augusta chronicle,san francisco aids foundation,0,0
2884,augusta chronicle,"american ethicare, inc",0,0
2885,augusta chronicle,pepsi bottling group inc,0,0
2886,augusta chronicle,califoria teachers association,0,0
2887,augusta chronicle,agua claiente band of cahuilla indians,0,0
2888,augusta chronicle,agua caliente band of cahuilla indians,0,0
2889,augusta chronicle,planned parenthood federation of america inc,0,0
2890,augusta chronicle,sheet metal workers international assoc pal,0,0
2891,augusta chronicle,coalition of 100 black women,0,0
2892,augusta chronicle,pifizer inc,0,0
2893,augusta chronicle,national education association,0,0
2894,augusta chronicle,national association for the advancement of colored people legal defense and educational fund inc,0,0
2895,augusta chronicle,sheet metal workers international association,0,0
2896,augusta chronicle,california teachers assoc,0,1
2897,augusta chronicle,national association of independent insurance,0,0
2898,augusta chronicle,trout unlimited bellevue-issaquah chapte,0,0
2899,augusta chronicle,the augusta chronicle,1,1
2900,augusta chronicle,national association of independent insurers,0,0
2901,augusta chronicle,california bankers assoc,0,0
2902,augusta chronicle,american consulting engineers council,0,0
2903,augusta chronicle,cadwalader wickersham  taft,0,0
2904,augusta chronicle,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2905,augusta chronicle,american civil liberties union,0,0
2906,augusta chronicle,vietnam veterns of america,0,0
2907,augusta chronicle,georgia real estate investors association inc,0,0
2908,augusta chronicle,campaign for tobacco free kids,0,0
2909,augusta chronicle,att services inc,0,1
2910,augusta chronicle,"the pepsi bottling group, inc",0,0
2911,augusta chronicle,national association for the advancement of colored people,0,0
2912,augusta chronicle,american consulting engineers coun,0,0
2913,augusta chronicle,naral pro choice oregon,0,0
2914,augusta chronicle,augusta chronicle,1,1
2915,augusta chronicle,winstar communications inc,0,0
2916,augusta chronicle,national association of chairug stores,0,0
2917,augusta chronicle,at&t services inc,0,0
2918,augusta chronicle,national coalition of 100 black women,0,0
2919,augusta chronicle,campaign for tobacco-free kids,0,0
2920,augusta chronicle,dell computers corp,0,0
2921,augusta chronicle,dell computer corp,0,0
2922,augusta chronicle,pfizer inc,0,0
2923,augusta chronicle,natl automatic merchandising assoc,0,0
2924,augusta chronicle,lutherans concerned,0,1
2925,augusta chronicle,cadwalader wickersham & taft llp,0,0
2926,augusta chronicle,naral pro-choice oreogn,0,0
2927,augusta chronicle,william morris agency inc,0,0
2928,winstar communications inc,vietnam veterans of america,0,0
2929,winstar communications inc,american family association inc,0,0
2930,winstar communications inc,the san francisco aids foundation,0,0
2931,winstar communications inc,americans united for separation of church & state,0,0
2932,winstar communications inc,"planned parenthood,",0,0
2933,winstar communications inc,american federation of state county and municipal employees,0,0
2934,winstar communications inc,winstar communications llc,1,1
2935,winstar communications inc,JPMORGAN CHASE BANK NA,0,0
2936,winstar communications inc,planned parenthood federation of america,0,0
2937,winstar communications inc,common cause,0,1
2938,winstar communications inc,lutherans concerned north america,0,0
2939,winstar communications inc,aphilip randolph institute,0,0
2940,winstar communications inc,council of state government,0,0
2941,winstar communications inc,california bankers association,0,0
2942,winstar communications inc,public affairs council,0,0
2943,winstar communications inc,NATIONAL EDUCATION ASSOCIATION,0,0
2944,winstar communications inc,san francisco aids foundation,0,0
2945,winstar communications inc,"american ethicare, inc",0,1
2946,winstar communications inc,pepsi bottling group inc,0,0
2947,winstar communications inc,califoria teachers association,0,0
2948,winstar communications inc,agua claiente band of cahuilla indians,0,0
2949,winstar communications inc,agua caliente band of cahuilla indians,0,0
2950,winstar communications inc,planned parenthood federation of america inc,0,0
2951,winstar communications inc,sheet metal workers international assoc pal,0,0
2952,winstar communications inc,coalition of 100 black women,0,0
2953,winstar communications inc,pifizer inc,0,0
2954,winstar communications inc,national education association,0,0
2955,winstar communications inc,national association for the advancement of colored people legal defense and educational fund inc,0,0
2956,winstar communications inc,sheet metal workers international association,0,0
2957,winstar communications inc,california teachers assoc,0,0
2958,winstar communications inc,national association of independent insurance,0,0
2959,winstar communications inc,trout unlimited bellevue-issaquah chapte,0,0
2960,winstar communications inc,the augusta chronicle,0,0
2961,winstar communications inc,national association of independent insurers,0,0
2962,winstar communications inc,california bankers assoc,0,0
2963,winstar communications inc,american consulting engineers council,0,0
2964,winstar communications inc,cadwalader wickersham  taft,0,0
2965,winstar communications inc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2966,winstar communications inc,american civil liberties union,0,0
2967,winstar communications inc,vietnam veterns of america,0,0
2968,winstar communications inc,georgia real estate investors association inc,0,0
2969,winstar communications inc,campaign for tobacco free kids,0,0
2970,winstar communications inc,att services inc,0,1
2971,winstar communications inc,"the pepsi bottling group, inc",0,0
2972,winstar communications inc,national association for the advancement of colored people,0,0
2973,winstar communications inc,american consulting engineers coun,0,0
2974,winstar communications inc,naral pro choice oregon,0,0
2975,winstar communications inc,augusta chronicle,0,0
2976,winstar communications inc,winstar communications inc,1,1
2977,winstar communications inc,national association of chairug stores,0,0
2978,winstar communications inc,at&t services inc,0,0
2979,winstar communications inc,national coalition of 100 black women,0,0
2980,winstar communications inc,campaign for tobacco-free kids,0,0
2981,winstar communications inc,dell computers corp,0,0
2982,winstar communications inc,dell computer corp,0,0
2983,winstar communications inc,pfizer inc,0,0
2984,winstar communications inc,natl automatic merchandising assoc,0,0
2985,winstar communications inc,lutherans concerned,0,0
2986,winstar communications inc,cadwalader wickersham & taft llp,0,0
2987,winstar communications inc,naral pro-choice oreogn,0,0
2988,winstar communications inc,william morris agency inc,0,0
2989,national association of chairug stores,vietnam veterans of america,0,0
2990,national association of chairug stores,american family association inc,0,0
2991,national association of chairug stores,the san francisco aids foundation,0,0
2992,national association of chairug stores,americans united for separation of church & state,0,0
2993,national association of chairug stores,"planned parenthood,",0,0
2994,national association of chairug stores,american federation of state county and municipal employees,0,0
2995,national association of chairug stores,winstar communications llc,0,0
2996,national association of chairug stores,JPMORGAN CHASE BANK NA,0,0
2997,national association of chairug stores,planned parenthood federation of america,0,0
2998,national association of chairug stores,common cause,0,0
2999,national association of chairug stores,lutherans concerned north america,0,0
3000,national association of chairug stores,aphilip randolph institute,0,0
3001,national association of chairug stores,council of state government,0,0
3002,national association of chairug stores,california bankers association,0,0
3003,national association of chairug stores,public affairs council,0,0
3004,national association of chairug stores,NATIONAL EDUCATION ASSOCIATION,0,0
3005,national association of chairug stores,san francisco aids foundation,0,0
3006,national association of chairug stores,"american ethicare, inc",0,0
3007,national association of chairug stores,pepsi bottling group inc,0,0
3008,national association of chairug stores,califoria teachers association,0,0
3009,national association of chairug stores,agua claiente band of cahuilla indians,0,0
3010,national association of chairug stores,agua caliente band of cahuilla indians,0,0
3011,national association of chairug stores,planned parenthood federation of america inc,0,0
3012,national association of chairug stores,sheet metal workers international assoc pal,0,0
3013,national association of chairug stores,coalition of 100 black women,0,0
3014,national association of chairug stores,pifizer inc,0,0
3015,national association of chairug stores,national education association,0,0
3016,national association of chairug stores,national association for the advancement of colored people legal defense and educational fund inc,0,0
3017,national association of chairug stores,sheet metal workers international association,0,0
3018,national association of chairug stores,california teachers assoc,0,0
3019,national association of chairug stores,national association of independent insurance,0,0
3020,national association of chairug stores,trout unlimited bellevue-issaquah chapte,0,0
3021,national association of chairug stores,the augusta chronicle,0,0
3022,national association of chairug stores,national association of independent insurers,0,1
3023,national association of chairug stores,california bankers assoc,0,0
3024,national association of chairug stores,american consulting engineers council,0,0
3025,national association of chairug stores,cadwalader wickersham  taft,0,0
3026,national association of chairug stores,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3027,national association of chairug stores,american civil liberties union,0,0
3028,national association of chairug stores,vietnam veterns of america,0,0
3029,national association of chairug stores,georgia real estate investors association inc,0,0
3030,national association of chairug stores,campaign for tobacco free kids,0,0
3031,national association of chairug stores,att services inc,0,0
3032,national association of chairug stores,"the pepsi bottling group, inc",0,0
3033,national association of chairug stores,national association for the advancement of colored people,0,0
3034,national association of chairug stores,american consulting engineers coun,0,0
3035,national association of chairug stores,naral pro choice oregon,0,0
3036,national association of chairug stores,augusta chronicle,0,0
3037,national association of chairug stores,winstar communications inc,0,0
3038,national association of chairug stores,national association of chairug stores,1,1
3039,national association of chairug stores,at&t services inc,0,0
3040,national association of chairug stores,national coalition of 100 black women,0,1
3041,national association of chairug stores,campaign for tobacco-free kids,0,0
3042,national association of chairug stores,dell computers corp,0,0
3043,national association of chairug stores,dell computer corp,0,0
3044,national association of chairug stores,pfizer inc,0,0
3045,national association of chairug stores,natl automatic merchandising assoc,0,0
3046,national association of chairug stores,lutherans concerned,0,0
3047,national association of chairug stores,cadwalader wickersham & taft llp,0,0
3048,national association of chairug stores,naral pro-choice oreogn,0,0
3049,national association of chairug stores,william morris agency inc,0,0
3050,at&t services inc,vietnam veterans of america,0,0
3051,at&t services inc,american family association inc,0,0
3052,at&t services inc,the san francisco aids foundation,0,0
3053,at&t services inc,americans united for separation of church & state,0,0
3054,at&t services inc,"planned parenthood,",0,0
3055,at&t services inc,american federation of state county and municipal employees,0,0
3056,at&t services inc,winstar communications llc,0,0
3057,at&t services inc,JPMORGAN CHASE BANK NA,0,0
3058,at&t services inc,planned parenthood federation of america,0,0
3059,at&t services inc,common cause,0,0
3060,at&t services inc,lutherans concerned north america,0,0
3061,at&t services inc,aphilip randolph institute,0,0
3062,at&t services inc,council of state government,0,0
3063,at&t services inc,california bankers association,0,0
3064,at&t services inc,public affairs council,0,0
3065,at&t services inc,NATIONAL EDUCATION ASSOCIATION,0,0
3066,at&t services inc,san francisco aids foundation,0,0
3067,at&t services inc,"american ethicare, inc",0,1
3068,at&t services inc,pepsi bottling group inc,0,0
3069,at&t services inc,califoria teachers association,0,0
3070,at&t services inc,agua claiente band of cahuilla indians,0,0
3071,at&t services inc,agua caliente band of cahuilla indians,0,0
3072,at&t services inc,planned parenthood federation of america inc,0,0
3073,at&t services inc,sheet metal workers international assoc pal,0,0
3074,at&t services inc,coalition of 100 black women,0,0
3075,at&t services inc,pifizer inc,0,0
3076,at&t services inc,national education association,0,0
3077,at&t services inc,national association for the advancement of colored people legal defense and educational fund inc,0,0
3078,at&t services inc,sheet metal workers international association,0,0
3079,at&t services inc,california teachers assoc,0,1
3080,at&t services inc,national association of independent insurance,0,0
3081,at&t services inc,trout unlimited bellevue-issaquah chapte,0,0
3082,at&t services inc,the augusta chronicle,0,0
3083,at&t services inc,national association of independent insurers,0,0
3084,at&t services inc,california bankers assoc,0,0
3085,at&t services inc,american consulting engineers council,0,0
3086,at&t services inc,cadwalader wickersham  taft,0,0
3087,at&t services inc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3088,at&t services inc,american civil liberties union,0,0
3089,at&t services inc,vietnam veterns of america,0,0
3090,at&t services inc,georgia real estate investors association inc,0,0
3091,at&t services inc,campaign for tobacco free kids,0,0
3092,at&t services inc,att services inc,1,1
3093,at&t services inc,"the pepsi bottling group, inc",0,0
3094,at&t services inc,national association for the advancement of colored people,0,0
3095,at&t services inc,american consulting engineers coun,0,0
3096,at&t services inc,naral pro choice oregon,0,0
3097,at&t services inc,augusta chronicle,0,0
3098,at&t services inc,winstar communications inc,0,0
3099,at&t services inc,national association of chairug stores,0,0
3100,at&t services inc,at&t services inc,1,1
3101,at&t services inc,national coalition of 100 black women,0,0
3102,at&t services inc,campaign for tobacco-free kids,0,0
3103,at&t services inc,dell computers corp,0,0
3104,at&t services inc,dell computer corp,0,0
3105,at&t services inc,pfizer inc,0,0
3106,at&t services inc,natl automatic merchandising assoc,0,0
3107,at&t services inc,lutherans concerned,0,0
3108,at&t services inc,cadwalader wickersham & taft llp,0,0
3109,at&t services inc,naral pro-choice oreogn,0,0
3110,at&t services inc,william morris agency inc,0,0
3111,national coalition of 100 black women,vietnam veterans of america,0,0
3112,national coalition of 100 black women,american family association inc,0,0
3113,national coalition of 100 black women,the san francisco aids foundation,0,0
3114,national coalition of 100 black women,americans united for separation of church & state,0,0
3115,national coalition of 100 black women,"planned parenthood,",0,0
3116,national coalition of 100 black women,american federation of state county and municipal employees,0,0
3117,national coalition of 100 black women,winstar communications llc,0,0
3118,national coalition of 100 black women,JPMORGAN CHASE BANK NA,0,0
3119,national coalition of 100 black women,planned parenthood federation of america,0,0
3120,national coalition of 100 black women,common cause,0,0
3121,national coalition of 100 black women,lutherans concerned north america,0,0
3122,national coalition of 100 black women,aphilip randolph institute,0,0
3123,national coalition of 100 black women,council of state government,0,0
3124,national coalition of 100 black women,california bankers association,0,0
3125,national coalition of 100 black women,public affairs council,0,0
3126,national coalition of 100 black women,NATIONAL EDUCATION ASSOCIATION,0,0
3127,national coalition of 100 black women,san francisco aids foundation,0,0
3128,national coalition of 100 black women,"american ethicare, inc",0,0
3129,national coalition of 100 black women,pepsi bottling group inc,0,0
3130,national coalition of 100 black women,califoria teachers association,0,0
3131,national coalition of 100 black women,agua claiente band of cahuilla indians,0,0
3132,national coalition of 100 black women,agua caliente band of cahuilla indians,0,0
3133,national coalition of 100 black women,planned parenthood federation of america inc,0,0
3134,national coalition of 100 black women,sheet metal workers international assoc pal,0,0
3135,national coalition of 100 black women,coalition of 100 black women,1,1
3136,national coalition of 100 black women,pifizer inc,0,0
3137,national coalition of 100 black women,national education association,0,0
3138,national coalition of 100 black women,national association for the advancement of colored people legal defense and educational fund inc,0,0
3139,national coalition of 100 black women,sheet metal workers international association,0,0
3140,national coalition of 100 black women,california teachers assoc,0,0
3141,national coalition of 100 black women,national association of independent insurance,0,0
3142,national coalition of 100 black women,trout unlimited bellevue-issaquah chapte,0,0
3143,national coalition of 100 black women,the augusta chronicle,0,0
3144,national coalition of 100 black women,national association of independent insurers,0,0
3145,national coalition of 100 black women,california bankers assoc,0,0
3146,national coalition of 100 black women,american consulting engineers council,0,0
3147,national coalition of 100 black women,cadwalader wickersham  taft,0,0
3148,national coalition of 100 black women,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3149,national coalition of 100 black women,american civil liberties union,0,0
3150,national coalition of 100 black women,vietnam veterns of america,0,0
3151,national coalition of 100 black women,georgia real estate investors association inc,0,0
3152,national coalition of 100 black women,campaign for tobacco free kids,0,0
3153,national coalition of 100 black women,att services inc,0,0
3154,national coalition of 100 black women,"the pepsi bottling group, inc",0,0
3155,national coalition of 100 black women,national association for the advancement of colored people,0,0
3156,national coalition of 100 black women,american consulting engineers coun,0,0
3157,national coalition of 100 black women,naral pro choice oregon,0,0
3158,national coalition of 100 black women,augusta chronicle,0,0
3159,national coalition of 100 black women,winstar communications inc,0,0
3160,national coalition of 100 black women,national association of chairug stores,0,1
3161,national coalition of 100 black women,at&t services inc,0,0
3162,national coalition of 100 black women,national coalition of 100 black women,1,1
3163,national coalition of 100 black women,campaign for tobacco-free kids,0,0
3164,national coalition of 100 black women,dell computers corp,0,0
3165,national coalition of 100 black women,dell computer corp,0,0
3166,national coalition of 100 black women,pfizer inc,0,0
3167,national coalition of 100 black women,natl automatic merchandising assoc,0,0
3168,national coalition of 100 black women,lutherans concerned,0,0
3169,national coalition of 100 black women,cadwalader wickersham & taft llp,0,0
3170,national coalition of 100 black women,naral pro-choice oreogn,0,0
3171,national coalition of 100 black women,william morris agency inc,0,0
3172,campaign for tobacco-free kids,vietnam veterans of america,0,0
3173,campaign for tobacco-free kids,american family association inc,0,0
3174,campaign for tobacco-free kids,the san francisco aids foundation,0,0
3175,campaign for tobacco-free kids,americans united for separation of church & state,0,0
3176,campaign for tobacco-free kids,"planned parenthood,",0,0
3177,campaign for tobacco-free kids,american federation of state county and municipal employees,0,0
3178,campaign for tobacco-free kids,winstar communications llc,0,0
3179,campaign for tobacco-free kids,JPMORGAN CHASE BANK NA,0,0
3180,campaign for tobacco-free kids,planned parenthood federation of america,0,0
3181,campaign for tobacco-free kids,common cause,0,0
3182,campaign for tobacco-free kids,lutherans concerned north america,0,0
3183,campaign for tobacco-free kids,aphilip randolph institute,0,0
3184,campaign for tobacco-free kids,council of state government,0,0
3185,campaign for tobacco-free kids,california bankers association,0,0
3186,campaign for tobacco-free kids,public affairs council,0,0
3187,campaign for tobacco-free kids,NATIONAL EDUCATION ASSOCIATION,0,0
3188,campaign for tobacco-free kids,san francisco aids foundation,0,0
3189,campaign for tobacco-free kids,"american ethicare, inc",0,0
3190,campaign for tobacco-free kids,pepsi bottling group inc,0,0
3191,campaign for tobacco-free kids,califoria teachers association,0,0
3192,campaign for tobacco-free kids,agua claiente band of cahuilla indians,0,0
3193,campaign for tobacco-free kids,agua caliente band of cahuilla indians,0,0
3194,campaign for tobacco-free kids,planned parenthood federation of america inc,0,0
3195,campaign for tobacco-free kids,sheet metal workers international assoc pal,0,0
3196,campaign for tobacco-free kids,coalition of 100 black women,0,0
3197,campaign for tobacco-free kids,pifizer inc,0,0
3198,campaign for tobacco-free kids,national education association,0,0
3199,campaign for tobacco-free kids,national association for the advancement of colored people legal defense and educational fund inc,0,1
3200,campaign for tobacco-free kids,sheet metal workers international association,0,0
3201,campaign for tobacco-free kids,california teachers assoc,0,0
3202,campaign for tobacco-free kids,national association of independent insurance,0,0
3203,campaign for tobacco-free kids,trout unlimited bellevue-issaquah chapte,0,0
3204,campaign for tobacco-free kids,the augusta chronicle,0,0
3205,campaign for tobacco-free kids,national association of independent insurers,0,0
3206,campaign for tobacco-free kids,california bankers assoc,0,0
3207,campaign for tobacco-free kids,american consulting engineers council,0,0
3208,campaign for tobacco-free kids,cadwalader wickersham  taft,0,0
3209,campaign for tobacco-free kids,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3210,campaign for tobacco-free kids,american civil liberties union,0,0
3211,campaign for tobacco-free kids,vietnam veterns of america,0,0
3212,campaign for tobacco-free kids,georgia real estate investors association inc,0,0
3213,campaign for tobacco-free kids,campaign for tobacco free kids,1,1
3214,campaign for tobacco-free kids,att services inc,0,0
3215,campaign for tobacco-free kids,"the pepsi bottling group, inc",0,0
3216,campaign for tobacco-free kids,national association for the advancement of colored people,0,0
3217,campaign for tobacco-free kids,american consulting engineers coun,0,0
3218,campaign for tobacco-free kids,naral pro choice oregon,0,0
3219,campaign for tobacco-free kids,augusta chronicle,0,0
3220,campaign for tobacco-free kids,winstar communications inc,0,0
3221,campaign for tobacco-free kids,national association of chairug stores,0,0
